,0
1647,DDX24
1648,VASH1
1649,HOXD11
1650,SLC35E1
1651,TAC3
1652,AP3B1
1653,SEC24C
1654,CNNM3
1655,ZAP70
1656,TMEM14A
1657,RBP7
1658,MRPL57
1659,CYC1
1660,LPAR6
1661,BRD7
1662,METAP1
1663,NMD3
1664,TMTC3
1665,NTSR1
1666,DDX28
1667,TXNDC17
1668,CFL1
1669,RNF6
1670,KIR2DS4
1671,AFTPH
1672,BSG
1673,KHDRBS1
1674,RPL37
1675,HDAC7
1676,FOXRED2
1677,ALDH1L2
1678,TH
1679,ENO3
1680,GRHL3
1681,DEFA5
1682,RUSC1
1683,LAMTOR2
1684,RHOU
1685,ST6GALNAC4
1686,DAP3
1687,MSI2
1688,NPPC
1689,DKC1
1690,MKS1
1691,FYN
1692,C9orf24
